,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
4,83.86226,83.78138,83.16894,82.18573,80.7325,79.1052,77.11727,74.92869,72.51315,70.09494,67.56057,65.02022,62.45034,59.99426,57.56174,55.21507,52.9248,50.77821,48.70204,46.73037,44.83462,43.06994,41.37925,39.78245,38.25555,36.83564,35.47936,34.19946,32.97701,31.83846,30.751,29.72354,28.74141,27.8244,26.94744,26.11721,25.32232,24.57813,23.86519,23.18874,22.53988,21.93084,21.34631,20.79052,20.25642,19.75398,19.27092,18.81078,18.36787,17.95047,17.54858,17.16521,16.7957,16.44706,16.11101,15.79014,15.48059,15.18839,14.90658,14.63743,14.37768,14.13263,13.8963,13.67075,13.45319,13.24833,13.05099,12.86304,12.68208,12.51236,12.34934,12.19476,12.0465,11.90852,11.77675,11.65286,11.53496,11.42685,11.32478,11.23042,11.14206,11.06349,10.99113,10.92675,10.86868,10.82109,10.78018,10.74809,10.72294,10.71009,10.70484
4.2,96.13643,96.04742,95.27071,94.0272,92.18333,90.14153,87.65108,84.92748,81.93516,78.97002,75.87896,72.80365,69.70961,66.7793,63.89182,61.12403,58.43501,55.93329,53.52313,51.24571,49.06332,47.04372,45.1143,43.29899,41.56723,39.9644,38.43648,36.99884,35.62798,34.35616,33.1431,31.99964,30.90786,29.89179,28.92107,28.00377,27.12621,26.30691,25.52257,24.77951,24.06712,23.4001,22.76021,22.15257,21.56882,21.02088,20.49424,19.99312,19.51083,19.05724,18.62057,18.2044,17.80327,17.42551,17.06139,16.71399,16.37881,16.06296,15.7583,15.46752,15.18684,14.92245,14.66743,14.42417,14.18944,13.96873,13.75606,13.55359,13.35854,13.17588,13.00033,12.83391,12.67418,12.52573,12.38385,12.25047,12.12341,12.00705,11.89706,11.79539,11.70002,11.61533,11.53721,11.46767,11.4048,11.35334,11.30899,11.27416,11.24672,11.23279,11.22704
4.4,109.48336,109.38995,108.41803,106.86631,104.55766,102.03072,98.95315,95.61028,91.9541,88.36868,84.65016,80.97772,77.30206,73.8521,70.46858,67.24511,64.1263,61.24554,58.47999,55.87896,53.39375,51.10693,48.9276,46.88437,44.93908,43.14676,41.44108,39.84052,38.31634,36.90754,35.56538,34.30289,33.09854,31.98123,30.91461,29.90841,28.94634,28.0506,27.19351,26.38267,25.60556,24.8797,24.18357,23.52332,22.88912,22.29513,21.7243,21.18169,20.65948,20.16932,19.69745,19.24813,18.815,18.40785,18.01537,17.6412,17.2801,16.94041,16.6127,16.30012,15.99828,15.71444,15.44056,15.17946,14.92738,14.69075,14.46262,14.24554,14.03627,13.84059,13.65241,13.47407,13.30277,13.14379,12.99171,12.84877,12.71245,12.58778,12.46982,12.36074,12.25828,12.16742,12.08346,12.00869,11.94092,11.88555,11.83768,11.80005,11.77023,11.75521,11.74892
4.6,123.90295,123.81098,122.60988,120.69776,117.84281,114.75533,111.00047,106.95,102.53938,98.25956,93.84267,89.51185,85.19835,81.18555,77.26708,73.55567,69.9781,66.69665,63.55623,60.61551,57.81285,55.248,52.80881,50.5294,48.36284,46.37537,44.48657,42.71858,41.03675,39.48782,38.01349,36.62938,35.30987,34.08948,32.92511,31.82843,30.78025,29.80693,28.87593,27.99632,27.15345,26.36803,25.61492,24.90139,24.21605,23.57553,22.96002,22.37548,21.81286,21.28581,20.7784,20.29563,19.83016,19.39341,18.97233,18.57116,18.1839,17.82023,17.46929,17.13475,16.81159,16.50818,16.21532,15.93626,15.66671,15.41406,15.17039,14.93859,14.715,14.50624,14.30536,14.11504,13.93206,13.76249,13.60016,13.4476,13.30194,13.16891,13.04289,12.92637,12.81673,12.71965,12.62977,12.54971,12.47696,12.41762,12.36616,12.32566,12.29339,12.27726,12.27042
4.8,139.38608,139.30389,137.83685,135.50814,132.01827,128.29087,123.7639,118.91453,113.65652,108.60858,103.42326,98.37466,93.36899,88.75298,84.26321,80.03414,75.97106,72.26956,68.73675,65.44202,62.30875,59.45647,56.74869,54.22587,51.83117,49.64371,47.56714,45.62781,43.78449,42.09278,40.48363,38.97565,37.53872,36.21369,34.94998,33.76147,32.62577,31.57394,30.56803,29.6188,28.70925,27.86367,27.05293,26.28559,25.54848,24.86106,24.20043,23.57359,22.97014,22.40596,21.86271,21.34623,20.84812,20.3816,19.93171,19.50339,19.08974,18.70198,18.32766,17.97104,17.62637,17.30333,16.99138,16.69426,16.40711,16.1384,15.87909,15.63252,15.39451,15.17262,14.95896,14.7566,14.56187,14.38168,14.20903,14.0468,13.89172,13.7503,13.61617,13.49214,13.37526,13.27191,13.17606,13.09065,13.01284,12.94947,12.89435,12.85093,12.81613,12.79887,12.79145
5,155.91475,155.85367,154.08127,151.27618,147.05614,142.60637,137.20885,131.46751,125.26791,119.3797,113.35771,107.53451,101.78487,96.52844,91.43386,86.66013,82.08707,77.94847,74.00766,70.34634,66.87069,63.72293,60.73891,57.96643,55.33752,52.94597,50.67759,48.56359,46.5554,44.71867,42.97242,41.33867,39.78231,38.35137,36.98696,35.70547,34.48099,33.34988,32.26821,31.24864,30.2716,29.3654,28.49648,27.67485,26.88544,26.1508,25.44469,24.77525,24.1306,23.52909,22.94975,22.39936,21.86833,21.37192,20.89305,20.43741,19.99719,19.58525,19.18742,18.80862,18.44232,18.09957,17.76844,17.4532,17.14834,16.86352,16.5885,16.3271,16.07457,15.83953,15.61305,15.3986,15.19204,15.00121,14.81819,14.64623,14.48167,14.33183,14.18955,14.05797,13.93377,13.82411,13.72224,13.63142,13.54847,13.48104,13.4222,13.3758,13.33839,13.31997,13.31195
5.2,173.46238,173.43712,171.31759,167.97322,162.92165,157.66496,151.29596,144.56898,137.33353,130.53546,123.61128,116.95993,110.41747,104.48694,98.75704,93.41446,88.30925,83.71877,79.35624,75.31736,71.48887,68.03883,64.77196,61.74446,58.87597,56.27695,53.81329,51.52178,49.34573,47.36217,45.47686,43.71573,42.03818,40.50028,39.03401,37.65858,36.34423,35.13321,33.97507,32.88456,31.83932,30.87212,29.94454,29.06825,28.22606,27.44397,26.69207,25.97978,25.29359,24.65459,24.03896,23.45448,22.89032,22.36391,21.85591,21.37285,20.90588,20.46969,20.04826,19.6472,19.25913,18.89664,18.54624,18.21283,17.89015,17.5892,17.29842,17.02214,16.75502,16.50681,16.26745,16.04087,15.82241,15.62092,15.42749,15.24579,15.07168,14.9134,14.76292,14.62375,14.49216,14.37617,14.26823,14.17196,14.0838,14.01226,13.94963,13.9002,13.86011,13.8405,13.83187
5.4,191.99422,192.02327,189.51277,185.5636,179.5737,173.42451,165.98175,158.1761,149.8116,142.03763,134.14916,126.61992,119.23917,112.60456,106.21195,100.27915,94.6219,89.56697,84.77077,80.34493,76.15438,72.39643,68.84103,65.55399,62.44122,59.63195,56.97006,54.49865,52.15215,50.02028,47.99425,46.1044,44.30411,42.65843,41.08931,39.61915,38.21397,36.92256,35.68733,34.52539,33.41133,32.38283,31.39622,30.46495,29.56956,28.73985,27.9419,27.18655,26.45853,25.78195,25.12985,24.51115,23.91364,23.35717,22.81992,22.30934,21.81548,21.35501,20.90989,20.48649,20.07654,19.69429,19.32457,18.97293,18.63235,18.31525,18.00866,17.71747,17.43569,17.17429,16.92202,16.68329,16.45287,16.24071,16.03684,15.84536,15.66164,15.49491,15.33619,15.1894,15.05037,14.92802,14.81396,14.71219,14.61875,14.54306,14.4766,14.42407,14.38123,14.36042,14.35114
5.6,211.4678,211.57384,208.62675,204.00523,196.96551,189.83822,181.21926,172.24376,162.65912,153.84759,144.93685,136.48423,128.22331,120.85849,113.77895,107.23735,101.01039,95.48058,90.24047,85.41973,80.85904,76.78865,72.93993,69.38957,66.02842,63.00673,60.14412,57.49085,54.97161,52.69029,50.52217,48.5025,46.57811,44.82402,43.15125,41.5857,40.08884,38.71669,37.40387,36.17011,34.98668,33.89668,32.8507,31.86421,30.91525,30.0378,29.19359,28.39502,27.62492,26.91068,26.22197,25.56894,24.9379,24.35134,23.78474,23.24658,22.72569,22.24091,21.77203,21.32626,20.89433,20.4923,20.10321,19.7333,19.37475,19.0415,18.71906,18.41294,18.11643,17.84185,17.57663,17.32573,17.0833,16.86046,16.64611,16.44483,16.25145,16.07627,15.90927,15.75484,15.60831,15.47959,15.35936,15.25206,15.15327,15.07341,15.00305,14.94738,14.9017,14.87967,14.86972
5.8,231.83363,232.04378,228.61306,223.25017,215.04527,206.85538,196.9588,186.7252,175.83241,165.92678,155.94039,146.52348,137.34434,129.22706,121.43953,114.2733,107.46113,101.44803,95.75538,90.53318,85.59535,81.209,77.06298,73.24624,69.63315,66.39738,63.33202,60.4953,57.80135,55.36975,53.05839,50.90802,48.85837,46.99543,45.21832,43.55688,41.96761,40.51448,39.12366,37.81776,36.56449,35.41285,34.30726,33.26535,32.26251,31.33724,30.4466,29.60469,28.79229,28.04035,27.31492,26.6275,25.96277,25.34609,24.75007,24.18427,23.63623,23.12714,22.63445,22.16627,21.71227,21.29047,20.88198,20.49379,20.11719,19.76779,19.42947,19.1084,18.7971,18.50935,18.23116,17.96806,17.71357,17.48006,17.25522,17.04412,16.84104,16.65739,16.4821,16.32,16.16591,16.03081,15.90438,15.79151,15.6873,15.60323,15.52893,15.47006,15.42147,15.39821,15.38755
6,253.03585,253.38192,249.41946,243.24531,233.75686,224.42196,213.1485,201.57254,189.28756,178.237,167.12664,156.70934,146.57783,137.68975,129.17627,121.37226,113.96144,107.45857,101.30627,95.67734,90.35638,85.6515,81.20494,77.11941,73.25134,69.80035,66.53058,63.50919,60.63882,58.05639,55.60089,53.31914,51.14323,49.17115,47.28919,45.53147,43.84916,42.31491,40.84577,39.46751,38.14397,36.93064,35.76523,34.66776,33.61075,32.63764,31.70045,30.81511,29.96022,29.17058,28.40834,27.68647,26.98791,26.34112,25.71562,25.12216,24.54687,24.01349,23.49695,23.00634,22.53018,22.08863,21.6607,21.25421,20.8595,20.49397,20.13976,19.80373,19.47759,19.17667,18.88549,18.6102,18.3436,18.09943,17.86407,17.64315,17.43031,17.2382,17.05459,16.88481,16.72311,16.58162,16.44896,16.33049,16.2208,16.1325,16.05419,15.99209,15.9405,15.91598,15.9046
6.2,275.01307,275.53174,270.98866,263.9331,253.0406,242.48136,229.73499,216.73735,202.98088,190.74073,178.46341,167.01459,155.90054,146.22712,136.97278,128.52042,120.49946,113.50219,106.88457,100.84488,95.13572,90.11061,85.361,81.00487,76.87924,73.21234,69.73689,66.52992,63.48171,60.74814,58.14781,55.7342,53.43115,51.34982,49.36261,47.50834,45.73244,44.11703,42.56933,41.11855,39.72441,38.44937,37.224,36.07088,34.95946,33.93853,32.95469,32.02588,31.12832,30.30101,29.5019,28.74555,28.01303,27.33618,26.68116,26.06001,25.45738,24.89973,24.35931,23.84626,23.34789,22.88661,22.43922,22.01443,21.60156,21.21992,20.8498,20.4988,20.15778,19.84371,19.53954,19.25205,18.97329,18.71847,18.47258,18.24183,18.01919,17.81864,17.62669,17.4492,17.27986,17.13196,16.99304,16.86894,16.75372,16.66115,16.57879,16.5134,16.45876,16.43296,16.42083
6.4,297.69926,298.43212,293.25914,285.25228,272.83403,260.97511,246.66401,232.17112,216.86926,203.40138,189.91965,177.41318,165.29039,154.82084,144.81365,135.70483,127.06416,119.56956,112.4823,106.02895,99.92738,94.58119,89.52665,84.89869,80.51337,76.63029,72.94825,69.5551,66.32784,63.44308,60.69742,58.15165,55.72074,53.53018,51.43742,49.48645,47.61651,45.91998,44.29356,42.77018,41.30512,39.96845,38.683,37.4742,36.30817,35.23947,34.20892,33.23662,32.29625,31.43131,30.5953,29.80445,29.03788,28.331,27.64643,26.9976,26.36755,25.78567,25.22136,24.68588,24.16523,23.68425,23.2174,22.77432,22.34322,21.94551,21.55947,21.19351,20.83756,20.51038,20.19319,19.8935,19.60255,19.33711,19.08068,18.84009,18.60762,18.39863,18.19832,18.01313,17.83608,17.68179,17.53657,17.40682,17.286,17.18915,17.10269,17.03397,16.97619,16.94909,16.93618
6.6,321.0247,322.01828,316.16597,307.13871,293.0727,279.84353,263.88099,247.82572,230.91052,216.18346,201.46555,187.8803,174.72648,163.4536,152.68442,142.91337,133.64517,125.65196,118.09202,111.22316,104.72582,99.05844,93.69773,88.79723,84.1505,80.05137,76.16212,72.5825,69.17522,66.13943,63.24812,60.57005,58.0107,55.71106,53.51259,51.46484,49.50049,47.72298,46.01773,44.42174,42.88551,41.4873,40.14174,38.87725,37.65642,36.54006,35.46277,34.44697,33.46366,32.56119,31.68825,30.86293,30.06221,29.32536,28.61124,27.93474,27.27719,26.67115,26.08294,25.52504,24.98205,24.48143,23.99511,23.53374,23.08438,22.67063,22.26867,21.88776,21.51684,21.17657,20.84637,20.53449,20.2313,19.95527,19.68829,19.43787,19.19552,18.9781,18.76943,18.57652,18.39173,18.23104,18.07951,17.94408,17.8176,17.71646,17.62585,17.55376,17.49276,17.46435,17.45063
6.8,344.91696,346.22257,339.64165,329.52617,313.69096,299.02642,281.33161,263.65383,245.06366,229.05281,213.07263,198.39239,184.18906,172.10912,160.57147,150.13467,140.23281,131.74122,123.70674,116.42156,109.52583,103.5379,97.87033,92.69708,87.78758,83.47293,79.37618,75.61004,72.02196,68.83553,65.79842,62.98808,60.2998,57.89136,55.58711,53.44263,51.38355,49.52527,47.74117,46.07259,44.46499,43.00541,41.59971,40.27958,39.00382,37.8399,36.71587,35.65662,34.63027,33.69036,32.7805,31.92073,31.08578,30.31905,29.57539,28.87123,28.18614,27.556,26.94389,26.36359,25.79821,25.278,24.77221,24.29258,23.82491,23.39518,22.97729,22.58145,22.19552,21.84221,21.499,21.17493,20.85948,20.57287,20.29534,20.03509,19.78283,19.55701,19.33996,19.13932,18.94675,18.77967,18.6218,18.48067,18.34849,18.24303,18.14824,18.07272,18.00844,17.97868,17.96414
7,369.30192,370.97547,363.61702,352.34719,334.62269,318.46371,298.96232,279.60932,259.2892,241.97673,224.7138,208.92717,193.65954,180.77208,168.46206,157.35808,146.81802,137.8297,129.31995,121.61857,114.32255,108.01537,102.04079,96.59506,91.42181,86.8925,82.58823,78.63579,74.86633,71.52983,68.34695,65.40448,62.58692,60.07008,57.66007,55.41899,53.26494,51.32617,49.46324,47.72218,46.04304,44.5223,43.0565,41.68078,40.34997,39.13867,37.96791,36.86527,35.79579,34.81856,33.8718,32.97763,32.10839,31.31187,30.53868,29.80692,29.09422,28.44005,27.80407,27.2014,26.61359,26.07386,25.54861,25.05073,24.56473,24.11906,23.68525,23.27449,22.87353,22.50721,22.15099,21.81475,21.48701,21.18986,20.90177,20.6317,20.3695,20.1353,19.90985,19.70149,19.5011,19.32764,19.1634,19.01657,18.87862,18.76883,18.6698,18.59083,18.52318,18.49207,18.47667
7.2,394.10469,396.20644,388.0221,375.53381,355.80209,338.09606,316.72081,295.64756,273.5493,254.92409,236.36344,219.46363,203.12046,189.42813,176.34424,164.57361,153.39229,143.91024,134.92553,126.80895,119.11141,112.48691,106.20569,100.48818,95.05052,90.30774,85.79621,81.65792,77.70669,74.22088,70.89239,67.81811,64.871,62.24627,59.73062,57.39313,55.14394,53.12504,51.18336,49.36997,47.61915,46.03752,44.51166,43.08048,41.69452,40.43603,39.2186,38.07264,36.95996,35.94556,34.96193,34.03343,33.12983,32.30365,31.50095,30.74163,30.00128,29.32318,28.66334,28.03834,27.42806,26.86887,26.32419,25.8081,25.30372,24.84217,24.39246,23.96681,23.55078,23.1715,22.80228,22.45389,22.11381,21.80616,21.50752,21.22764,20.95546,20.7129,20.47906,20.26298,20.05473,19.87489,19.70428,19.55171,19.40795,19.29382,19.19052,19.10805,19.03696,19.00448,18.98818
7.4,419.25066,421.8448,412.78692,399.01838,377.16436,357.86544,334.55642,311.72573,287.80804,267.86544,247.99742,229.98206,212.55549,198.06379,184.2068,171.77193,159.94767,149.97612,140.51776,131.98781,123.88815,116.94885,110.36183,104.37364,98.67124,93.71649,88.9982,84.67474,80.5415,76.90732,73.43354,70.22787,67.15105,64.41904,61.79795,59.36434,57.01989,54.92128,52.90099,51.01545,49.19288,47.55064,45.96483,44.47832,43.03715,41.73167,40.46763,39.27847,38.12254,37.07113,36.05068,35.08792,34.14993,33.2942,32.46203,31.67522,30.90718,30.20525,29.52157,28.87429,28.24151,27.66295,27.09885,26.56459,26.0418,25.56443,25.09884,24.65832,24.22719,23.835,23.45279,23.09227,22.73984,22.42172,22.11254,21.82285,21.54066,21.28978,21.04754,20.82374,20.60758,20.42139,20.24438,20.08607,19.93644,19.81796,19.71035,19.62434,19.54973,19.51586,19.49864
7.6,444.66628,447.82057,437.84229,422.73424,398.64629,377.71561,352.42057,327.80309,302.03152,280.7731,259.59314,240.46403,221.94938,206.66651,192.03929,178.9443,166.47675,156.02105,146.09125,137.15053,128.64874,121.39772,114.50618,108.2488,102.28162,97.1167,92.19238,87.68464,83.36932,79.58788,75.96925,72.63274,69.42614,66.58755,63.8613,61.33194,58.89216,56.71431,54.61559,52.65816,50.76378,49.06126,47.41562,45.87397,44.37753,43.02532,41.71476,40.48252,39.28329,38.19505,37.13785,36.14093,35.1685,34.28337,33.42178,32.60755,31.81178,31.08612,30.37865,29.70915,29.05384,28.45598,27.87249,27.3201,26.77888,26.28576,25.8043,25.34895,24.9027,24.49766,24.10246,23.72984,23.36502,23.03648,22.71675,22.41729,22.12506,21.86588,21.61524,21.38372,21.15963,20.96709,20.78367,20.61961,20.46406,20.34122,20.22926,20.13968,20.06148,20.0262,20.00803
7.8,470.27994,474.06521,463.12056,446.61643,420.18689,397.59256,370.26698,343.84115,316.18794,293.62117,271.12951,250.89237,231.28794,215.22458,199.83196,186.08255,172.97257,162.03916,151.64099,142.29282,133.38944,125.83027,118.63591,112.11121,105.87948,100.50644,95.37706,90.68611,86.18881,82.26134,78.49844,75.03175,71.69539,68.75103,65.91998,63.29528,60.76015,58.5036,56.3267,54.29766,52.33144,50.56902,48.86371,47.2671,45.71537,44.31669,42.95973,41.68455,40.44199,39.31712,38.22325,37.19228,36.18539,35.271,34.38005,33.53847,32.71496,31.96569,31.23447,30.5428,29.86493,29.24788,28.64503,28.07456,27.51488,27.00609,26.50878,26.03863,25.57724,25.15939,24.75123,24.36653,23.9893,23.65038,23.32013,23.01089,22.7086,22.44115,22.18211,21.94288,21.71082,21.51196,21.32211,21.15229,20.99077,20.86356,20.74722,20.65402,20.57216,20.53545,20.5163
8,496.02268,500.51231,488.55621,470.60218,441.72785,417.44494,388.05205,359.80381,330.24777,306.38558,282.587,261.25115,240.55803,223.72712,207.57573,193.1791,179.42865,168.02494,157.16225,147.41062,138.10671,130.24345,122.74836,115.95854,109.46274,103.88391,98.55064,93.67775,88.99868,84.92659,81.02009,77.424,73.95797,70.90872,67.97329,65.25376,62.62333,60.28866,58.03384,55.93352,53.89546,52.07355,50.30876,48.65742,47.0504,45.60553,44.20229,42.88434,41.59844,40.43715,39.30671,38.24179,37.20043,36.25694,35.3367,34.46787,33.61659,32.84383,32.08891,31.37514,30.6747,30.03855,29.41637,28.82787,28.24972,27.72532,27.2122,26.7273,26.25073,25.82015,25.39905,25.00229,24.61263,24.26338,23.9226,23.60362,23.29124,23.01556,22.74811,22.50119,22.26112,22.05595,21.85966,21.68408,21.51654,21.38496,21.26419,21.16735,21.08175,21.04359,21.02344
8.2,521.82879,527.0982,514.08645,494.63151,463.21395,437.22434,405.73497,375.65756,344.18372,319.04414,293.94758,271.52569,249.74755,232.16404,215.2622,200.22687,185.83898,173.97326,162.65064,152.50017,142.79725,134.63439,126.84103,119.7886,113.02949,107.2474,101.71161,96.65822,91.79774,87.58255,83.53327,79.80864,76.21311,73.05994,70.02063,67.20681,64.48115,62.069,59.73659,57.56536,55.4555,53.57453,51.75047,50.04466,48.38234,46.89161,45.44224,44.08169,42.75245,41.55497,40.38805,39.28933,38.21348,37.24107,36.29161,35.39562,34.51656,33.72045,32.94188,32.20609,31.48306,30.8279,30.18645,29.57997,28.98333,28.44341,27.9145,27.41488,26.92313,26.47987,26.04584,25.63707,25.23496,24.87542,24.52413,24.19543,23.87292,23.58904,23.3132,23.05859,22.81048,22.59902,22.39629,22.21493,22.04132,21.90537,21.78015,21.67963,21.59022,21.5506,21.5294
8.4,547.63634,553.76244,539.65169,518.6476,484.59344,456.88551,423.27792,391.37146,357.9708,331.57647,305.19472,281.70248,258.84536,240.52607,222.88357,207.21931,192.19797,179.87933,168.10204,157.55791,147.45799,139.00042,130.91157,123.59934,116.57788,110.59531,104.85854,99.62627,94.58485,90.22822,86.03705,82.18487,78.46007,75.20402,72.06139,69.1539,66.33313,63.84419,61.43453,59.19279,57.0112,55.07164,53.18855,51.42854,49.71096,48.17469,46.67935,45.2764,43.90383,42.6704,41.46712,40.33474,39.22439,38.22324,37.24465,36.32161,35.41476,34.59543,33.79327,33.03554,32.28991,31.61586,30.95517,30.33078,29.71562,29.16027,28.61561,28.10133,27.59436,27.1385,26.69157,26.27081,25.85622,25.48646,25.12467,24.78627,24.45361,24.16158,23.87734,23.61505,23.35887,23.14115,22.93195,22.74482,22.5651,22.42478,22.29506,22.19084,22.09753,22.05643,22.03416
8.6,573.38756,580.44821,565.19588,542.59712,505.81823,476.38663,440.64616,406.91724,371.58631,343.96403,316.31336,291.76921,267.84128,248.80464,230.43268,214.15035,198.50042,185.7387,173.51264,162.58056,152.08602,143.33902,134.95779,127.38885,120.10621,113.92614,107.9901,102.58071,97.35895,92.86265,88.5306,84.55191,80.69817,77.34034,74.095,71.0945,68.17879,65.61379,63.12728,60.81547,58.56222,56.56457,54.62271,52.80881,51.036,49.45455,47.91343,46.46829,45.0524,43.78328,42.54377,41.37788,40.23304,39.20334,38.19571,37.24572,36.31109,35.46868,34.64301,33.86342,33.09517,32.40234,31.72246,31.08023,30.44655,29.87585,29.31547,28.78657,28.26437,27.79598,27.33617,26.90346,26.47638,26.09644,25.72417,25.37609,25.03327,24.73311,24.44049,24.17054,23.90624,23.68229,23.46662,23.27371,23.08783,22.94313,22.8089,22.70093,22.60366,22.56106,22.53768
8.8,599.02916,607.10266,590.66688,566.43052,526.84415,495.68932,457.8081,422.2693,385.00983,356.19004,327.28988,301.71469,276.72608,256.99196,237.90292,221.01442,204.74157,191.54725,178.87886,167.56503,156.67867,147.64783,138.97762,131.15532,123.61288,117.23845,111.10504,105.52042,100.11903,95.48494,91.0131,86.90905,82.92673,79.46831,76.12092,73.02815,70.01769,67.37739,64.81447,62.43307,60.10826,58.05305,56.0527,54.18523,52.35726,50.73099,49.14427,47.65718,46.19799,44.89345,43.61785,42.41861,41.23929,40.18124,39.14466,38.16786,37.20543,36.3401,35.49099,34.68963,33.89876,33.18727,32.48826,31.82825,31.17603,30.59008,30.01401,29.47055,28.93312,28.45226,27.9796,27.53498,27.09538,26.70533,26.32259,25.96486,25.61184,25.30361,25.00261,24.72501,24.45257,24.2224,24.00027,23.80158,23.60948,23.46042,23.32163,23.20989,23.10858,23.06447,23.03995
9,624.51252,633.67707,616.01659,590.1022,547.631,514.75881,474.73528,437.40466,398.22313,368.2395,338.11204,311.52882,285.49141,265.08089,245.28828,227.80638,210.91702,197.30115,184.19741,172.50847,161.23342,151.92466,142.96913,134.89705,127.09639,120.53093,114.20217,108.44436,102.86415,98.09424,93.48381,89.25561,85.14514,81.58737,78.13867,74.95437,71.8494,69.13463,66.49575,64.04525,61.64903,59.5368,57.47827,55.55757,53.6745,52.00381,50.3717,48.84289,47.34045,46.00077,44.68921,43.4568,42.24303,41.15683,40.09141,39.08793,38.0977,37.20962,36.33713,35.51411,34.70061,33.97058,33.25249,32.57477,31.904,31.3029,30.71119,30.15322,29.60053,29.10728,28.62181,28.16532,27.71318,27.31307,26.91989,26.55254,26.1893,25.87304,25.56366,25.27842,24.99782,24.76147,24.53285,24.32838,24.13003,23.9766,23.83323,23.71769,23.61227,23.56662,23.54094
9.2,649.79376,660.12705,641.20109,613.57059,568.1426,533.56387,491.40235,452.30294,411.21015,380.09908,348.76893,321.20256,294.12976,273.06499,252.58328,234.52153,217.02272,202.99689,189.46523,177.40822,165.74794,156.16745,146.93053,138.61247,130.55531,123.80232,117.28037,111.35154,105.59341,100.68977,95.94199,91.59095,87.35282,83.69699,80.14774,76.87274,73.67353,70.88512,68.17078,65.65172,63.18423,61.01556,58.89918,56.9256,54.98752,53.27281,51.59554,50.02526,48.47961,47.10508,45.75774,44.49234,43.24412,42.13,41.03586,40.00582,38.98781,38.07713,37.18135,36.33676,35.50063,34.75219,34.01509,33.31974,32.63041,32.01425,31.40695,30.83453,30.26657,29.76101,29.26274,28.79444,28.32974,27.91963,27.51602,27.13909,26.7656,26.44135,26.12361,25.83076,25.54195,25.29944,25.06434,24.85409,24.64943,24.49165,24.34366,24.22431,24.1147,24.06749,24.04061
9.4,674.83377,686.41253,666.18072,636.79822,588.34679,552.07682,507.78702,466.94626,423.95691,391.75707,359.25096,330.72788,302.63448,280.93848,259.78295,241.15562,223.05502,208.63124,194.67951,182.26183,170.22009,160.37431,150.86013,142.30008,133.98833,127.05144,120.3386,114.24103,108.30597,103.27075,98.38697,93.91445,89.5492,85.79666,82.14769,78.78285,75.48969,72.62853,69.83924,67.25219,64.71359,62.48909,60.31519,58.28913,56.29613,54.53782,52.81563,51.20415,49.61534,48.20627,46.82329,45.5251,44.24247,43.10064,41.97789,40.92144,39.87566,38.94255,38.02357,37.15752,36.29876,35.53205,34.77599,34.06309,33.3552,32.72408,32.10123,31.51442,30.93118,30.41339,29.90236,29.42228,28.94501,28.52497,28.11095,27.72446,27.3407,27.00852,26.68242,26.38197,26.08493,25.83629,25.59471,25.37867,25.16767,25.00553,24.85291,24.7297,24.61583,24.56706,24.53894
9.6,699.59815,712.49777,690.92003,659.75164,608.21537,570.27343,523.86995,481.31917,436.4514,403.20331,369.54972,340.09773,310.99968,288.69616,266.88283,247.70478,229.01057,214.20123,199.83765,187.06703,174.64787,164.54346,154.75637,145.95852,137.39422,130.27719,123.37588,117.11194,111.00104,105.83649,100.81812,96.22555,91.73376,87.88591,84.13807,80.68429,77.29752,74.36452,71.50084,68.84637,66.23687,63.95714,61.7261,59.64795,57.60014,55.79866,54.03179,52.37939,50.74749,49.30418,47.88576,46.55496,45.23795,44.06866,42.91743,41.83471,40.76117,39.80581,38.86372,37.97631,37.09493,36.31007,35.53512,34.80476,34.0783,33.43233,32.79398,32.19285,31.59431,31.06437,30.54063,30.04881,29.55895,29.12904,28.70464,28.30863,27.91458,27.5745,27.24005,26.93203,26.62672,26.37199,26.12391,25.90211,25.68471,25.51823,25.36094,25.23385,25.11565,25.06529,25.0359
9.8,724.05705,738.35126,715.38771,682.40143,627.72393,588.1328,539.63464,495.40852,448.68351,414.42911,379.65802,349.30597,319.22022,296.33346,273.87895,254.16552,234.88635,219.70417,204.9373,191.82174,179.02943,168.67325,158.61779,149.58648,140.77182,133.47853,126.39128,119.96347,113.67787,108.3863,103.23482,98.52369,93.906,89.96429,86.11849,82.5767,79.09667,76.09278,73.15528,70.43402,67.75381,65.4195,63.13169,61.00187,58.89937,57.05517,55.24388,53.55085,51.87592,50.39871,48.94501,47.58182,46.23047,45.03395,43.85436,42.74553,41.64425,40.66682,39.70172,38.79307,37.88907,37.0862,36.29244,35.54469,34.79967,34.13895,33.48516,32.86976,32.25592,31.71391,31.17748,30.67399,30.17152,29.7318,29.29705,28.89155,28.48718,28.13926,27.79648,27.48091,27.1673,26.90651,26.65194,26.42436,26.20053,26.02971,25.86773,25.73674,25.61413,25.56217,25.53148
