,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,748.18503,763.9456,739.55644,704.72197,646.85178,605.63726,555.06729,509.20336,460.64492,425.4272,389.56972,358.34732,327.29169,303.84635,280.76778,260.53474,240.67967,225.13762,209.9763,196.52404,183.36311,172.76217,162.44304,153.18279,144.12007,136.65452,129.38394,122.79483,116.33576,110.91956,105.63649,100.80837,96.06544,92.03137,88.08855,84.45973,80.88682,77.813,74.80229,72.01487,69.26417,66.87594,64.53176,62.35071,60.19364,58.30718,56.45175,54.71839,53.0005,51.48972,50.00094,48.60558,47.21992,45.99642,44.78861,43.65383,42.52483,41.52552,40.5375,39.60773,38.68112,37.86039,37.04787,36.28284,35.51924,34.84389,34.1747,33.54511,32.91595,32.36198,31.8129,31.29778,30.78269,30.33322,29.88814,29.47319,29.05848,28.70277,28.35167,28.02857,27.70663,27.43981,27.17874,26.9454,26.71509,26.53994,26.37325,26.23833,26.11124,26.05766,26.02564
10.2,771.96079,789.25734,763.40279,726.69136,665.58169,622.77216,570.15665,522.69479,472.32895,436.19161,399.27976,367.21735,335.21033,311.23133,287.54622,266.80969,246.38813,230.49938,214.95268,201.17221,187.64735,176.80883,166.23088,156.74631,147.43796,139.80423,132.35304,125.60531,118.97405,113.43566,108.02261,103.07909,98.21165,94.08674,90.04787,86.33303,82.66765,79.52491,76.4416,73.58869,70.76774,68.32626,65.92613,63.69428,61.48279,59.55455,57.65525,55.88188,54.12111,52.57709,51.05343,49.62613,48.20621,46.95597,45.7201,44.55952,43.40283,42.38182,41.37098,40.42022,39.471,38.63256,37.80137,37.01914,36.23696,35.5471,34.86257,34.21886,33.57438,33.00851,32.44682,31.92013,31.3924,30.93327,30.47787,30.05351,29.62845,29.265,28.90559,28.57498,28.24468,27.97186,27.7043,27.46521,27.22836,27.0489,26.87747,26.73861,26.60697,26.55175,26.51836
10.4,795.36695,814.26672,786.90693,748.29123,683.89972,639.52572,584.89385,535.87585,483.73049,446.71757,408.78404,375.91239,342.97304,318.48545,294.21162,272.98795,252.0096,235.78748,219.86469,205.76467,191.88076,180.81193,169.98016,160.27604,150.72458,142.92683,135.29784,128.39421,121.59214,115.93405,110.39267,105.33539,100.34419,96.13001,91.99611,88.19628,84.43887,81.22823,78.07297,75.15524,72.26429,69.77027,67.3146,65.03242,62.76666,60.79712,58.85424,57.04118,55.23763,53.66073,52.10238,50.64336,49.18924,47.91253,46.64872,45.46253,44.27816,43.23566,42.20212,41.23049,40.25867,39.40266,38.55288,37.75355,36.95279,36.24853,35.54871,34.89096,34.23114,33.65348,33.07923,32.54101,32.00063,31.5319,31.06622,30.63249,30.19704,29.8259,29.45821,29.12011,28.78142,28.50265,28.22859,27.98375,27.74033,27.55656,27.38037,27.23754,27.10128,27.04441,27.00961
10.6,818.38975,838.95747,810.05248,769.50646,701.79502,655.8888,599.27223,548.74135,494.84589,457.0015,418.07939,384.42949,350.5773,325.60618,300.76167,279.06743,257.54225,241.00017,224.71075,210.29998,196.06207,184.77032,173.68982,163.77101,153.97906,146.02155,138.21762,131.1609,124.18943,118.4142,112.74617,107.57684,102.46267,98.16081,93.93292,90.04918,86.20019,82.9227,79.69615,76.71431,73.75363,71.20776,68.69701,66.36498,64.04509,62.03475,60.0486,58.19618,56.34994,54.74051,53.14769,51.6572,50.16893,48.86601,47.57441,46.36278,45.15077,44.08697,43.03082,42.03846,41.04406,40.17063,39.30234,38.48601,37.66668,36.94814,36.23309,35.56136,34.88621,34.29684,33.71006,33.16038,32.60733,32.12907,31.65315,31.21008,30.76423,30.38546,30.00949,29.66394,29.31682,29.03213,28.75157,28.50099,28.25096,28.0629,27.88192,27.73511,27.59415,27.53561,27.49938
10.8,841.01875,863.31657,832.82624,790.32504,719.25955,671.85476,613.28719,561.28775,505.67279,467.04084,427.16345,392.76642,358.02115,332.5915,307.19448,285.04634,262.98447,246.13593,229.48945,214.77687,200.19013,188.68292,177.35891,167.23035,157.20063,149.08764,141.11173,133.9048,126.76538,120.8756,115.08267,109.80303,104.5667,100.17881,95.858,91.89145,87.95134,84.60806,81.31092,78.26569,75.23555,72.63857,70.07318,67.69178,65.31795,63.26731,61.2382,59.34676,57.45793,55.81633,54.18926,52.66754,51.14517,49.81631,48.49709,47.2602,46.02058,44.93568,43.85705,42.84408,41.82711,40.93643,40.0497,39.21647,38.37857,37.64587,36.91565,36.23003,35.53953,34.93856,34.33929,33.7782,33.21247,32.72476,32.23861,31.78626,31.32999,30.94364,30.5594,30.20642,29.85086,29.56028,29.27323,29.01692,28.76022,28.56789,28.38211,28.23129,28.08556,28.02534,27.98763
11,863.24657,887.33396,855.21796,810.73778,736.2879,687.4192,626.93599,573.51303,516.21006,476.83403,436.03469,400.92153,365.30316,339.43978,313.50848,290.92317,268.33492,251.1934,234.19958,219.19421,204.26392,192.54878,180.98653,170.65327,160.38856,152.12445,143.97956,136.62534,129.3195,123.3178,117.40174,112.01357,106.65594,102.18366,97.77103,93.72279,89.69206,86.28409,82.91706,79.80917,76.70987,74.0625,71.44295,69.01269,66.58508,64.49466,62.4229,60.4928,58.56148,56.8881,55.227,53.67429,52.11789,50.76337,49.41668,48.15471,46.88752,45.78173,44.68072,43.64729,42.60777,41.69999,40.79492,39.94489,39.08842,38.34168,37.59636,36.89692,36.19107,35.57859,34.96689,34.39445,33.81602,33.31893,32.82259,32.36099,31.89427,31.5004,31.10792,30.74754,30.3835,30.08707,29.79353,29.5315,29.2681,29.0715,28.8809,28.72606,28.57549,28.51357,28.47435
11.2,885.06854,911.00232,877.22004,830.73811,752.87701,702.57978,640.21758,585.41652,526.45767,486.38038,444.69226,408.8938,372.42238,346.1498,319.70244,296.69671,273.5925,256.17146,238.84005,223.55098,208.28254,196.36701,184.5719,174.03904,163.54219,155.13136,146.82054,139.32202,131.85131,125.74035,119.70298,114.20809,108.73004,104.17507,99.67174,95.54296,91.42212,87.95056,84.51435,81.34456,78.17641,75.47941,72.80616,70.32755,67.84635,65.71668,63.6026,61.6342,59.6605,57.9557,56.2608,54.67738,53.08701,51.7071,50.33311,49.04625,47.75152,46.62505,45.50179,44.44803,43.38599,42.46126,41.53793,40.67122,39.79619,39.03553,38.27518,37.562,36.84079,36.21689,35.5928,35.00907,34.41794,33.91155,33.40505,32.93425,32.45706,32.05572,31.65502,31.28727,30.91471,30.61247,30.31244,30.0447,29.77456,29.57372,29.37827,29.21939,29.06391,29.00028,28.95952
11.4,906.48245,934.31673,898.82736,850.32182,769.02597,717.33605,653.13244,596.99879,536.41658,495.68003,453.13602,416.68272,379.37833,352.72071,325.77545,302.36599,278.7563,261.06915,243.40995,227.84633,212.2452,200.13686,188.11429,177.38699,166.66091,158.10779,149.63414,141.99434,134.36037,128.14285,121.98602,116.38626,110.7887,106.15273,101.55985,97.3517,93.14128,89.60724,86.1026,82.87169,79.63499,76.88912,74.16267,71.63624,69.10164,66.93325,64.77718,62.77084,60.75488,59.01906,57.29059,55.67671,54.05244,52.64743,51.24631,49.93475,48.61252,47.46559,46.3202,45.24626,44.1617,43.2202,42.2787,41.39541,40.50182,39.72738,38.95205,38.22522,37.48866,36.85344,36.217,35.62205,35.0182,34.50258,33.98595,33.50599,33.01832,32.60958,32.20067,31.82557,31.44447,31.13646,30.82995,30.55652,30.27958,30.07451,29.87419,29.71127,29.5508,29.48544,29.4431
11.6,927.48825,957.27452,920.03697,869.48681,784.73575,731.68918,665.68243,608.26153,546.08865,504.73385,461.36639,424.28832,386.17092,359.15203,331.72689,307.93026,283.82564,265.88567,247.9085,232.0795,216.15121,203.85763,191.61308,180.69653,169.74419,161.05323,152.4199,144.64188,136.84628,130.52491,124.25051,118.54774,112.8316,108.11636,103.4351,99.14878,94.84933,91.25395,87.68162,84.39037,81.08545,78.29149,75.51234,72.93862,70.3508,68.14424,65.94653,63.90263,61.84452,60.07807,58.31627,56.6722,55.01411,53.58428,52.1562,50.82015,49.47046,48.30328,47.13588,46.04191,44.93486,43.97675,43.01718,42.11742,41.20528,40.41718,39.62694,38.88654,38.13462,37.48819,36.83946,36.23334,35.61676,35.092,34.56527,34.0762,33.57802,33.16193,32.74483,32.36243,31.97275,31.65902,31.34602,31.0669,30.78313,30.57386,30.36866,30.20166,30.03615,29.96904,29.92509
11.8,948.08779,979.87492,940.84787,888.23293,800.00906,745.64186,677.87061,619.20741,555.47652,513.54339,469.38436,431.71104,392.80047,365.44357,337.55639,313.38905,288.80003,270.6204,252.33507,236.24985,219.99998,207.52872,195.06767,183.96712,172.79153,163.96719,155.17737,147.26422,139.30866,132.88619,126.49611,120.69225,114.85847,110.06571,105.29725,100.93397,96.54604,92.89047,89.25123,85.90044,82.52763,79.68636,76.85502,74.23455,71.59374,69.34955,67.11055,65.02946,62.92934,61.13264,59.33776,57.66378,55.97194,54.51759,53.06272,51.70237,50.32527,49.13807,47.94879,46.83494,45.70542,44.73087,43.75331,42.8372,41.90652,41.10489,40.29982,39.54594,38.77865,38.12111,37.46013,36.84292,36.2136,35.67976,35.14298,34.64484,34.13614,33.71276,33.28749,32.8978,32.49953,32.18011,31.86063,31.57585,31.2852,31.07173,30.86163,30.69056,30.51992,30.45106,30.40545
12,968.28456,1002.11892,961.2608,906.56169,814.85006,759.19807,689.7011,629.83997,564.58354,522.11077,477.19142,438.95177,399.26764,371.59546,343.26385,318.74205,293.67916,275.27288,256.68916,240.35686,223.79103,211.14961,198.47759,187.19828,175.80249,166.84925,157.90613,149.86099,141.74716,135.22634,128.72252,122.81949,116.86906,112.00053,107.14608,102.70707,98.23123,94.51663,90.81125,87.40173,83.96138,81.07359,78.19058,75.52393,72.83032,70.54906,68.26912,66.15124,64.00923,62.1827,60.35498,58.65137,56.92586,55.44729,53.96581,52.58137,51.1769,49.96989,48.75887,47.62529,46.47332,45.48251,44.48706,43.55471,42.6055,41.79048,40.97064,40.20337,39.42071,38.75216,38.07898,37.45075,36.80867,36.26585,35.71904,35.21189,34.69264,34.26203,33.82861,33.43168,33.02477,32.6997,32.37375,32.08332,31.78575,31.56811,31.35309,31.17793,31.0021,30.93146,30.88417
12.2,988.08346,1024.00897,981.278,924.47611,829.26421,772.36293,701.17897,640.1635,573.41368,530.43865,484.7895,446.01177,405.5734,377.60811,348.84941,323.98919,298.46288,279.84278,260.97039,244.40011,227.52395,214.71986,201.84239,190.3896,178.77668,169.69903,160.60584,152.43184,144.16147,137.54507,130.92946,124.92921,118.86311,113.92058,108.98136,104.46786,99.9047,96.13225,92.36152,88.8941,85.38656,82.45305,79.5189,76.80662,74.06044,71.74267,69.42215,67.26788,65.08411,63.22815,61.36786,59.6349,57.87579,56.3733,54.8654,53.45708,52.02529,50.7987,49.56607,48.41292,47.23853,46.23162,45.21839,44.26992,43.30218,42.4739,41.63937,40.85879,40.06076,39.38131,38.69599,38.0568,37.40196,36.85022,36.29342,35.77731,35.24749,34.80972,34.36817,33.96402,33.54846,33.21779,32.88537,32.5893,32.28477,32.06298,31.84303,31.66375,31.48267,31.41024,31.36124
12.4,1007.49057,1045.5488,1000.90302,941.98048,843.2581,785.14253,712.31007,650.18295,581.97144,538.53017,492.18093,452.89263,411.71903,383.48217,354.31341,329.13056,303.15123,284.32991,265.17849,248.37929,231.19844,218.2391,205.1617,193.54071,181.71376,172.51616,163.27616,154.97646,146.55131,139.84209,133.11666,127.02115,120.84039,115.82564,110.80289,106.21617,101.56629,97.73716,93.90188,90.3774,86.80304,83.82461,80.83985,78.08252,75.28398,72.93028,70.56956,68.3793,66.1539,64.26892,62.37631,60.6143,58.82168,57.29557,55.76142,54.32944,52.87038,51.62444,50.37033,49.19777,48.00099,46.97815,45.94724,44.98277,43.99652,43.15512,42.30596,41.51218,40.69878,40.00852,39.31112,38.66103,37.99342,37.43286,36.8661,36.34108,35.80068,35.3558,34.90615,34.49482,34.07057,33.73433,33.39545,33.09376,32.78222,32.5563,32.3314,32.14802,31.96161,31.88738,31.83661
12.6,1026.51296,1066.74327,1020.14056,959.08024,856.83924,797.54381,723.10093,659.90386,590.26175,546.38887,499.3684,459.59626,417.70607,389.21853,359.65642,334.16644,307.74438,288.73421,269.31332,252.29416,234.81427,221.70704,208.43522,196.65129,184.61345,175.30036,165.91678,157.49458,148.91639,142.11715,135.28388,129.09508,122.80069,117.71551,112.61048,107.95181,103.21582,99.3312,95.43219,91.8515,88.21067,85.18815,82.15332,79.35153,76.50086,74.11179,71.71123,69.48539,67.21852,65.30493,63.38027,61.58949,59.76345,58.21402,56.65383,55.1984,53.71212,52.44706,51.17161,49.9798,48.76065,47.72208,46.67357,45.69323,44.68848,43.83409,42.97039,42.16349,41.33472,40.63377,39.92433,39.26343,38.58303,38.01373,37.43705,36.90317,36.35217,35.90024,35.44251,35.02403,34.59106,34.24931,33.90398,33.59668,33.2781,33.04807,32.81821,32.63069,32.43889,32.36285,32.31029
12.8,1045.15852,1087.59811,1038.99624,975.78176,870.01595,809.57441,733.55865,669.33221,598.28997,554.01862,506.35488,466.12484,423.53629,394.81829,364.87916,339.09725,312.24264,293.05576,273.37483,256.14459,238.37128,225.12344,211.6627,199.72108,187.47548,178.05133,168.52745,159.98592,151.2565,144.37,137.43089,131.1508,124.74382,119.59,114.40394,109.67462,104.85313,100.91421,96.95229,93.31624,89.60934,86.54354,83.45919,80.61352,77.71096,75.2871,72.84709,70.58609,68.27788,66.33611,64.37965,62.56042,60.70104,59.12861,57.54256,56.0639,54.55045,53.26651,51.96986,50.75897,49.51748,48.46334,47.39735,46.40126,45.37802,44.51079,43.63262,42.81269,41.96856,41.25702,40.5356,39.86395,39.17076,38.5928,38.00625,37.46356,36.90193,36.44303,35.97723,35.55164,35.10993,34.76271,34.41092,34.09804,33.77237,33.53825,33.30341,33.11177,32.9145,32.83663,32.78225
13,1063.43578,1108.11986,1057.47649,992.0922,882.79718,821.24255,743.69081,678.47439,606.06176,561.42364,513.14365,472.48079,429.21169,400.28275,369.98255,343.92358,316.64645,297.29471,277.36306,259.93053,241.8694,228.48814,214.84393,202.74986,190.29964,180.76886,171.10794,162.45028,153.57141,146.60043,139.55749,133.18811,126.66959,121.44893,116.18312,111.38443,106.47808,102.48607,98.46206,94.77153,90.99892,87.89067,84.75737,81.86842,78.91419,76.45614,73.97706,71.6813,69.33191,67.36237,65.3744,63.52701,61.63439,60.03927,58.42755,56.92589,55.38533,54.08274,52.76503,51.53522,50.27143,49.20191,48.11854,47.10683,46.06511,45.18517,44.29261,43.45976,42.60025,41.87825,41.1449,40.46258,39.75658,39.17005,38.57365,38.02221,37.44994,36.98413,36.51029,36.07763,35.62714,35.27449,34.91627,34.59782,34.26501,34.02683,33.787,33.59122,33.38842,33.30871,33.25246
13.2,1081.35376,1128.31562,1075.58842,1008.01941,895.19242,832.5569,753.50534,687.33712,613.58303,568.60836,519.7382,478.66674,434.73443,405.61337,374.96763,348.64614,320.95637,301.45137,281.27817,263.65202,245.30862,231.80103,217.97878,205.73747,193.08578,183.45273,173.65804,164.88743,155.86093,148.80825,141.66348,135.20683,128.57783,123.29213,117.94784,113.0811,108.09052,104.04663,99.96137,96.21722,92.37931,89.22944,86.04774,83.11611,80.11047,77.6188,75.10104,72.77096,70.38053,68.38366,66.36444,64.4892,62.56343,60.94594,59.30876,57.78432,56.21669,54.8957,53.55708,52.30852,51.02246,49.93774,48.83709,47.80989,46.74971,45.85721,44.95033,44.10465,43.22978,42.49741,41.7522,41.05927,40.34046,39.74544,39.13925,38.57911,37.99618,37.52351,37.04166,36.60197,36.14267,35.78464,35.41999,35.09599,34.75601,34.51379,34.26896,34.06903,33.86063,33.77906,33.72092
13.4,1098.92187,1148.19303,1093.33962,1023.57175,907.21154,843.52652,763.01049,695.92736,620.85993,575.57747,526.14221,484.68551,440.10685,410.81178,379.83562,353.26578,325.17307,305.52609,285.12037,267.30914,248.68901,235.06205,221.06715,208.68377,195.83376,186.10279,176.17758,167.29722,158.1249,150.99327,143.7487,137.20679,130.46838,125.11945,119.69797,114.76449,109.69033,105.59576,101.4501,97.65322,93.7504,90.55973,87.33022,84.35651,81.2997,78.775,76.21896,73.85499,71.42368,69.3999,67.34972,65.44694,63.48812,61.84856,60.18611,58.63913,57.04451,55.70535,54.34595,53.07883,51.77052,50.67078,49.55297,48.51041,47.43178,46.52686,45.60574,44.74734,43.8571,43.11448,42.35746,41.65401,40.92237,40.31896,39.70301,39.13422,38.54061,38.06117,37.57133,37.12463,36.65651,36.29314,35.92206,35.59253,35.24534,34.9991,34.74925,34.54517,34.33111,34.24768,34.1876
13.6,1116.14976,1167.76006,1110.73813,1038.75802,918.86474,854.16073,772.21472,704.25227,627.89875,582.3358,532.35956,490.54008,445.33145,415.87974,384.58783,357.78343,329.29733,309.51936,288.88997,270.90208,252.01067,238.27122,224.10899,211.58868,198.54348,188.7189,178.66642,169.67948,160.36317,153.15535,145.81299,139.18785,132.34111,126.93074,121.43337,116.43447,111.27738,107.13334,102.92813,99.0794,95.11208,91.88146,88.6047,85.58953,82.4818,79.92468,77.33074,74.93332,72.46128,70.41102,68.33016,66.40016,64.40838,62.74709,61.05958,59.49028,57.86872,56.51163,55.13162,53.84609,52.51558,51.40101,50.26614,49.20835,48.11129,47.19409,46.25882,45.38779,44.48219,43.72943,42.96066,42.24677,41.5023,40.89057,40.2649,39.68753,39.08322,38.59706,38.09925,37.6456,37.16862,36.79995,36.42246,36.08742,35.73298,35.48274,35.22787,35.01963,34.79985,34.71454,34.65249
13.8,1133.04726,1187.02495,1127.79229,1053.58733,930.16242,864.46906,781.12662,712.31915,634.7059,588.88833,538.39424,496.23356,450.41083,420.81914,389.22571,362.20017,333.33,313.43173,292.58736,274.43106,255.27381,241.4286,227.10431,214.45215,201.21489,191.30095,181.12443,172.0341,162.57563,155.29433,147.85621,141.14986,134.19589,128.72588,123.15391,118.09091,112.85156,108.65927,104.39535,100.49568,96.46425,93.19453,89.87109,86.81508,83.6567,81.06774,78.43631,76.00588,73.49327,71.41697,69.30571,67.3488,65.32417,63.64147,61.9291,60.33772,58.68928,57.31451,55.91403,54.61028,53.25759,52.12838,50.97657,49.90368,48.78821,47.85888,46.90953,46.02598,45.10502,44.34223,43.56177,42.83751,42.0802,41.46025,40.8249,40.239,39.62399,39.13117,38.62542,38.16485,37.67898,37.30507,36.92117,36.58065,36.21891,35.96471,35.7048,35.4924,35.26682,35.17962,35.11557
14,1149.62424,1205.99615,1144.51066,1068.06904,941.1151,874.46115,789.7549,720.13539,641.28787,595.24015,544.25035,501.76918,455.34771,425.63198,393.7508,366.51713,337.27205,317.26383,296.21299,277.8964,258.47864,244.53427,230.05314,217.27417,203.84797,193.84888,183.55152,174.36095,164.76215,157.41011,149.87824,143.09271,136.0326,130.50474,124.85946,119.73371,114.41276,110.17343,105.85167,101.90195,97.80684,94.49885,91.12932,88.0331,84.82431,82.20412,79.5356,77.0726,74.51959,72.41769,70.27631,68.29282,66.23544,64.53164,62.79462,61.1814,59.50615,58.11394,56.69314,55.37135,53.99652,52.85286,51.68421,50.59636,49.4625,48.52118,47.55785,46.66188,45.72556,44.95286,44.16077,43.42622,42.65607,42.02797,41.38299,40.78862,40.16287,39.66347,39.14981,38.68236,38.18757,37.80847,37.41817,37.07219,36.70311,36.44496,36.18001,35.96345,35.73202,35.64291,35.57682
14.2,1165.89059,1224.68217,1160.90193,1082.21263,951.73337,884.14672,798.1083,727.70844,647.65119,601.39641,549.9321,507.15026,460.14489,430.32034,398.16472,370.73556,341.12449,321.01636,299.76737,281.29845,261.62545,247.58841,232.95557,220.05476,206.44271,196.36263,185.94764,176.65997,166.92267,159.50257,151.87898,145.01628,137.85113,132.26721,126.54994,121.36277,115.96088,111.67572,107.29699,103.29813,99.13975,95.79433,92.3793,89.24349,85.98456,83.33374,80.62855,78.13342,75.54018,73.4131,71.2419,69.23216,67.14212,65.41757,63.6561,62.02129,60.31928,58.90988,57.46891,56.12927,54.73234,53.57441,52.38904,51.28637,50.13413,49.18097,48.20373,47.29545,46.34377,45.56128,44.75762,44.01286,43.22986,42.59372,41.93914,41.33636,40.69987,40.19395,39.6724,39.19812,38.69438,38.31013,37.91344,37.56202,37.18556,36.9235,36.65349,36.43276,36.19541,36.10439,36.03623
14.4,1181.85615,1243.09157,1176.97488,1096.02771,962.02782,893.53547,806.19555,735.04573,653.80241,607.36234,555.44373,512.3802,464.80526,434.8864,402.4692,374.85677,344.88842,324.69009,303.25108,284.63761,264.71459,250.59119,235.81172,222.79398,208.99917,198.84218,188.31272,178.93108,169.05711,161.57164,153.85832,146.92048,139.6514,134.01319,128.22523,122.97797,117.49584,113.16606,108.73122,104.68412,100.46289,97.0809,93.62096,90.44619,87.13738,84.45653,81.71508,79.18827,76.55497,74.40316,72.20243,70.16676,68.04419,66.29919,64.5135,62.85732,61.12863,59.70229,58.24131,56.88399,55.465,54.293,53.09102,51.97367,50.80307,49.83822,48.84716,47.92667,46.95965,46.16747,45.3523,44.59741,43.80155,43.15745,42.49333,41.8822,41.23494,40.72257,40.19317,39.71209,39.19938,38.81003,38.40697,38.05012,37.66625,37.40029,37.12522,36.90033,36.65699,36.56405,36.49377
14.6,1197.53061,1261.23289,1192.7383,1109.52388,972.00898,902.63707,814.02533,742.1547,659.74804,613.14316,560.78955,517.46245,469.33175,439.3324,406.666,378.88212,348.565,328.28586,306.66475,287.91434,267.74642,253.54286,238.62174,225.49192,211.5174,201.28755,190.64676,181.17424,171.16543,163.61723,155.8162,148.80524,141.43332,135.7426,129.88525,124.57925,119.01754,114.64436,110.15428,106.05986,101.7762,98.35848,94.85422,91.64113,88.28272,85.57244,82.79514,80.23711,77.56391,75.38782,73.15785,71.09658,68.94157,67.17647,65.36676,63.68947,61.93417,60.49113,59.0103,57.63548,56.19447,55.00858,53.79012,52.65822,51.46928,50.49289,49.4881,48.55551,47.57314,46.7714,45.94479,45.17985,44.37113,43.71916,43.04553,42.42611,41.76807,41.24932,40.71209,40.22425,39.70255,39.30814,38.89872,38.53648,38.14514,37.87533,37.59518,37.36612,37.11674,37.02186,36.94944
14.8,1212.92352,1279.11458,1208.20094,1122.71073,981.68728,911.4611,821.60625,749.04271,665.49456,618.74411,565.97389,522.40052,473.72735,443.66063,410.75698,382.81306,352.15543,331.80453,310.00906,291.12916,270.72137,256.44368,241.38583,228.14871,213.9975,203.69875,192.94974,183.38943,173.2476,165.63929,157.75254,150.67046,143.19682,137.45535,131.52992,126.16651,120.52592,116.11053,111.56608,107.42525,103.07961,99.62699,96.07901,92.82825,89.4205,86.6814,83.86866,81.27987,78.56695,76.36701,74.10811,72.02157,69.83424,68.04936,66.21585,64.5177,62.73584,61.27636,59.77583,58.38371,56.92071,55.72114,54.4863,53.34001,52.13275,51.14496,50.12652,49.18194,48.18424,47.37305,46.53505,45.76016,44.93856,44.27882,43.59572,42.96808,42.29925,41.77418,41.22914,40.7346,40.20387,39.80445,39.38868,39.02107,38.62224,38.34859,38.06335,37.83013,37.57464,37.47782,37.40322
15,1228.04423,1296.74498,1223.37146,1135.59776,991.073,920.01704,828.9468,755.71707,671.0484,624.17043,571.00107,527.19791,477.99508,447.87346,414.74401,386.65108,355.66099,335.24706,313.28473,294.28261,273.63989,259.29397,244.1042,230.76449,216.43959,206.07585,195.2217,185.57663,175.3036,167.63778,159.6673,152.5161,144.94185,139.15138,133.15916,127.73968,122.0209,117.56451,112.96656,108.78025,104.37304,100.88638,97.29527,94.00747,90.55066,87.78335,84.93559,82.3165,79.56403,77.34069,75.05315,72.94168,70.72214,68.91781,67.06072,65.34195,63.53361,62.05794,60.53788,59.12863,57.6437,56.43062,55.17954,54.01899,52.79343,51.7944,50.7624,49.80594,48.79291,47.97239,47.12308,46.3383,45.50383,44.8364,44.14389,43.50808,42.82843,42.29713,41.74431,41.2431,40.70332,40.29895,39.87683,39.50388,39.09751,38.82005,38.52973,38.29235,38.03068,37.93191,37.85509
15.2,1242.90187,1314.13227,1238.25843,1148.19439,1000.17627,928.3142,836.05534,762.18496,676.4159,629.42729,575.87543,531.85818,482.13798,451.97325,418.62903,390.3977,359.08297,338.6144,316.49254,297.37527,276.50249,262.09406,246.77711,233.33944,218.84382,208.41892,197.46267,187.73587,177.33344,169.61267,161.56043,154.34211,146.66835,140.83061,134.77291,129.29871,123.50242,119.00622,114.35566,110.12476,105.65644,102.13657,98.50293,95.17874,91.67315,88.87823,85.99588,83.34694,80.55511,78.30881,75.99293,73.85687,71.60523,69.78179,67.90133,66.1622,64.32745,62.83584,61.2964,59.87023,58.3634,57.13702,55.86979,54.69514,53.4513,52.44118,51.39571,50.42748,49.39913,48.56939,47.70883,46.91426,46.06691,45.39188,44.69,44.0461,43.35562,42.81813,42.25757,41.74974,41.20088,40.7916,40.36316,39.98489,39.57094,39.2897,38.99428,38.75274,38.48485,38.38411,38.30505
15.4,1257.5053,1331.28447,1252.87024,1160.50987,1009.00699,936.3617,842.94007,768.45347,681.60329,634.51985,580.60126,536.38486,486.15909,455.96243,422.41402,394.05451,362.42271,341.90758,319.63328,300.40776,279.30968,264.84432,249.40484,235.87376,221.21034,210.72805,199.67271,189.86717,179.33714,171.56396,163.4319,156.14844,148.3763,142.49301,136.37112,130.84352,124.97043,120.43561,115.7333,111.45875,106.92974,103.37751,99.70195,96.34201,92.78792,89.966,87.04947,84.37116,81.54014,79.27133,76.9274,74.76709,72.48348,70.64125,68.73764,66.9784,65.11732,63.61002,62.05137,60.60846,59.07977,57.84028,56.55705,55.36842,54.10634,53.08528,52.02642,51.04654,50.00287,49.16403,48.29229,47.48801,46.62777,45.94524,45.23404,44.5821,43.88078,43.33719,42.76891,42.2545,41.69654,41.2824,40.84764,40.46408,40.04252,39.75752,39.457,39.2113,38.93712,38.83441,38.75306
15.6,1271.86314,1348.20938,1267.21513,1172.5533,1017.57486,944.1685,849.60902,774.52952,686.61671,639.45318,585.18285,540.78149,490.06148,459.84342,426.10095,397.62309,365.6816,345.12764,322.7078,303.38075,282.06203,267.54517,251.9877,238.36767,223.53936,213.00337,201.8519,191.97058,181.31473,173.49163,165.28172,157.93508,150.06565,144.13853,137.95374,132.37408,126.42487,121.85262,117.09943,112.78215,108.1929,104.60914,100.89226,97.49723,93.89492,91.04659,88.09632,85.38909,82.51907,80.22819,77.85653,75.67231,73.35683,71.49615,69.56962,67.79053,65.90319,64.38044,62.80275,61.34329,59.79279,58.54039,57.24126,56.03882,54.75851,53.72666,52.65451,51.66308,50.60411,49.75629,48.87343,48.05953,47.1864,46.49646,45.77598,45.11607,44.40389,43.85427,43.2783,42.75736,42.19027,41.77132,41.33026,40.94144,40.51222,40.2235,39.91787,39.66802,39.38749,39.28279,39.19913
15.8,1285.98372,1364.91458,1281.30114,1184.33356,1025.88934,951.74333,856.07001,780.41992,691.46216,644.2323,589.62442,545.05157,493.84819,463.61869,429.69186,401.10509,368.86104,348.27568,325.71696,306.29491,284.76012,270.19702,254.52602,240.82143,225.83108,215.245,204.00034,194.04615,183.26626,175.39571,167.10986,159.702,151.73639,145.76712,139.52072,133.89033,127.8657,123.2572,118.454,114.09491,109.44586,105.83141,102.07381,98.64433,94.99409,92.11997,89.13637,86.4007,83.49186,81.17936,78.78027,76.57248,74.22526,72.34646,70.39723,68.59854,66.68501,65.14709,63.55051,62.0747,60.50243,59.23732,57.92241,56.70631,55.40779,54.3653,53.27995,52.2771,51.20282,50.34615,49.45223,48.6288,47.74278,47.04552,46.31581,45.648,44.92494,44.36935,43.78573,43.25831,42.68206,42.25835,41.811,41.41695,40.98003,40.68762,40.37688,40.12288,39.83594,39.72925,39.64323
